Gender,Own_Car,Own_Realty,Children_Count,Annual_Income,Income_Type,Education_Level,Family_Status,Housing_Type,Age_Years,Employment_Years,Has_Work_Phone,Has_Phone,Has_Email,Family_Members,Overdue_Months,Target_Reject
M,N,Y,0,90000.0,State servant,Secondary,Married,House / apartment,43.1,4.6,0,1,0,2,1,0
M,N,Y,0,58500.0,Working,Secondary,Married,Co-op apartment,46.3,3.8,0,1,0,1,1,0
M,Y,Y,0,94400.0,Working,Secondary,Married,House / apartment,38.0,1.7,1,1,0,2,2,1
F,N,Y,0,53700.0,Working,Secondary,Married,House / apartment,37.4,7.7,0,0,0,1,1,1
F,N,Y,0,50900.0,Working,Secondary,Married,House / apartment,42.7,2.1,1,1,0,1,0,1
F,N,N,0,70900.0,Working,Higher education,Single,House / apartment,53.7,8.5,0,1,0,2,2,0
M,Y,Y,0,40600.0,Working,Secondary,Married,House / apartment,45.6,11.0,0,1,0,2,0,0
F,Y,Y,1,118300.0,Working,Incomplete higher,Single,House / apartment,40.2,12.1,1,0,0,3,0,0
M,N,N,3,73900.0,Working,Incomplete higher,Single,House / apartment,35.5,1.0,0,1,0,5,3,1
F,N,Y,0,41300.0,Working,Incomplete higher,Single,House / apartment,38.7,2.2,1,0,0,2,0,0
F,N,Y,0,53800.0,Working,Higher education,Married,House / apartment,30.5,4.5,0,0,1,1,1,0
F,N,N,1,98200.0,Working,Secondary,Widow,House / apartment,29.2,11.2,0,1,1,3,2,0
F,Y,Y,0,62900.0,State servant,Secondary,Married,Rented apartment,37.4,3.1,0,1,0,2,2,0
F,N,N,0,104300.0,Working,Secondary,Married,House / apartment,40.1,6.5,0,0,1,1,2,0
F,N,N,0,44500.0,Pensioner,Academic degree,Civil marriage,House / apartment,48.0,0.0,0,1,0,1,0,0
F,N,Y,1,63600.0,Pensioner,Secondary,Married,House / apartment,27.6,0.0,0,1,1,3,1,1
M,N,Y,1,70500.0,State servant,Secondary,Single,House / apartment,40.1,2.3,0,0,0,3,1,0
F,N,Y,0,222700.0,Pensioner,Higher education,Married,House / apartment,44.7,0.0,0,0,0,1,0,0
M,N,N,0,50800.0,Commercial associate,Incomplete higher,Married,House / apartment,29.2,7.9,1,0,1,1,0,1
F,N,Y,1,100000.0,Pensioner,Higher education,Married,House / apartment,34.9,0.0,0,0,0,3,1,1
F,N,Y,1,92600.0,Working,Higher education,Married,House / apartment,48.4,5.4,0,1,0,3,0,0
F,Y,Y,1,175200.0,Working,Secondary,Married,House / apartment,39.3,8.7,1,0,0,3,1,0
M,N,N,0,144300.0,State servant,Secondary,Married,Rented apartment,21.0,3.2,0,0,0,1,0,0
M,N,N,1,58000.0,Pensioner,Secondary,Single,House / apartment,48.5,0.0,1,1,1,2,1,1
F,N,N,0,43300.0,State servant,Higher education,Single,House / apartment,41.0,2.5,0,1,1,1,0,0
F,N,Y,0,36000.0,Pensioner,Secondary,Civil marriage,House / apartment,22.3,0.0,0,1,1,1,1,1
F,N,Y,1,82300.0,Pensioner,Secondary,Civil marriage,House / apartment,30.3,0.0,0,1,0,2,1,0
M,N,Y,0,121400.0,Commercial associate,Incomplete higher,Married,House / apartment,38.6,10.0,1,1,1,2,1,0
F,Y,N,0,129600.0,Pensioner,Secondary,Civil marriage,House / apartment,43.4,0.0,0,0,1,2,0,0
F,N,Y,1,64200.0,Commercial associate,Higher education,Married,With parents,51.3,5.1,0,0,1,3,0,0
M,N,Y,2,74800.0,State servant,Higher education,Married,House / apartment,30.1,1.1,0,1,0,4,1,0
M,N,N,0,149200.0,Pensioner,Higher education,Single,House / apartment,35.0,0.0,1,0,0,2,1,0
F,N,Y,0,49900.0,Pensioner,Secondary,Married,House / apartment,49.7,0.0,0,1,0,2,1,1
F,N,N,1,21200.0,Commercial associate,Secondary,Single,House / apartment,51.5,1.1,1,1,0,2,2,1
F,N,Y,0,130200.0,Working,Higher education,Married,House / apartment,36.4,0.3,0,0,1,1,0,0
F,Y,Y,1,40900.0,Working,Incomplete higher,Married,House / apartment,34.1,3.5,0,0,0,3,0,1
F,N,N,0,63200.0,State servant,Secondary,Married,House / apartment,45.5,6.3,0,0,1,2,1,0
F,Y,N,2,91900.0,Commercial associate,Secondary,Married,House / apartment,21.0,2.0,0,1,0,4,1,0
M,Y,Y,1,58000.0,Working,Secondary,Separated,House / apartment,39.9,0.3,0,1,0,3,2,1
M,N,Y,0,125500.0,Working,Lower secondary,Widow,House / apartment,39.7,16.2,1,0,0,2,0,0
F,N,N,1,278100.0,Pensioner,Secondary,Married,House / apartment,34.9,0.0,0,1,1,2,0,0
F,N,N,0,48800.0,Pensioner,Secondary,Married,House / apartment,45.2,0.0,0,1,1,2,0,1
F,Y,N,0,78200.0,Pensioner,Higher education,Married,House / apartment,52.0,0.0,0,1,0,2,0,0
F,N,Y,1,73300.0,Commercial associate,Secondary,Civil marriage,Municipal apartment,29.3,9.7,0,1,0,3,0,0
M,N,Y,0,85500.0,Working,Incomplete higher,Married,House / apartment,32.0,4.9,0,0,0,2,1,0
F,Y,N,0,54100.0,Working,Secondary,Separated,House / apartment,47.3,4.5,1,1,1,2,0,1
M,Y,Y,1,52800.0,Working,Secondary,Single,House / apartment,24.0,6.3,1,1,0,2,2,0
M,N,Y,0,53500.0,Pensioner,Secondary,Separated,House / apartment,34.1,0.0,0,1,0,2,1,0
F,N,Y,0,58100.0,Working,Secondary,Married,House / apartment,63.9,10.3,1,1,1,1,2,0
F,Y,Y,0,58500.0,Commercial associate,Secondary,Single,House / apartment,42.1,5.1,0,1,1,2,0,0
F,N,Y,2,20900.0,Working,Secondary,Single,House / apartment,36.9,8.2,1,1,1,4,0,1
M,N,Y,0,76400.0,Commercial associate,Secondary,Civil marriage,House / apartment,21.0,1.2,0,0,0,1,2,0
F,Y,Y,0,62900.0,State servant,Incomplete higher,Civil marriage,House / apartment,21.0,8.2,0,0,1,2,0,0
M,N,Y,0,51100.0,Working,Secondary,Married,With parents,51.7,0.4,0,0,0,1,1,1
M,N,N,0,76600.0,Pensioner,Lower secondary,Single,House / apartment,27.2,0.0,0,1,1,1,4,1
F,Y,Y,1,72900.0,Working,Secondary,Separated,House / apartment,40.5,7.5,1,1,0,2,0,0
F,N,Y,1,59900.0,Working,Secondary,Separated,House / apartment,54.0,20.6,1,1,0,3,0,0
F,N,N,0,73500.0,Working,Secondary,Single,House / apartment,34.5,3.3,1,1,0,1,1,0
M,Y,Y,1,54700.0,Working,,Married,House / apartment,34.9,0.7,0,1,1,3,0,0
F,N,Y,1,40800.0,Pensioner,Secondary,Married,House / apartment,47.7,0.0,0,0,1,3,0,1
M,Y,N,1,195000.0,Commercial associate,Secondary,Civil marriage,With parents,54.9,3.3,0,1,1,2,0,0
F,Y,N,0,57100.0,Working,Secondary,Married,House / apartment,49.3,8.8,0,1,0,1,1,0
M,Y,Y,0,83500.0,Working,Higher education,Married,House / apartment,56.2,1.2,1,0,1,1,0,0
M,N,N,1,267900.0,Commercial associate,Secondary,Married,House / apartment,21.0,1.1,0,1,0,3,0,0
F,Y,Y,1,59500.0,Pensioner,Secondary,Single,House / apartment,44.6,0.0,0,1,0,2,3,1
F,Y,Y,0,92100.0,Working,Secondary,Married,House / apartment,54.1,1.6,0,0,0,2,2,0
M,Y,N,0,234100.0,Commercial associate,Higher education,Married,House / apartment,45.0,15.4,1,1,0,2,2,0
M,N,Y,2,32000.0,Pensioner,Secondary,Married,House / apartment,38.4,0.0,0,0,0,4,1,1
F,N,N,0,142500.0,Commercial associate,Higher education,Single,House / apartment,26.5,3.2,0,1,1,2,0,0
M,Y,Y,1,81700.0,Working,Secondary,Separated,House / apartment,31.9,3.1,0,1,0,3,3,0
M,N,Y,0,56800.0,Commercial associate,Lower secondary,Married,House / apartment,56.5,,1,1,1,1,0,1
M,N,Y,0,74900.0,Commercial associate,Secondary,Married,House / apartment,39.6,0.7,1,1,1,2,1,0
M,N,N,0,61000.0,Commercial associate,Academic degree,Single,House / apartment,33.1,14.4,0,1,0,1,1,0
F,N,Y,1,160800.0,Commercial associate,Secondary,Civil marriage,House / apartment,22.9,10.9,1,1,0,3,3,0
F,Y,Y,0,72500.0,State servant,Secondary,Single,House / apartment,45.1,16.2,0,1,0,2,0,0
F,N,N,0,103700.0,Working,Secondary,Single,Municipal apartment,31.1,2.3,0,0,0,1,0,0
F,Y,N,1,56100.0,State servant,Secondary,Separated,With parents,39.6,4.5,0,1,0,3,0,1
F,N,Y,0,84600.0,Commercial associate,Incomplete higher,Married,House / apartment,59.0,1.8,1,1,0,1,1,0
M,N,Y,0,60400.0,Commercial associate,Secondary,Married,House / apartment,48.8,3.0,0,1,0,2,0,1
M,N,Y,0,36000.0,Working,Secondary,Single,House / apartment,54.4,9.5,0,1,1,2,0,0
M,Y,N,1,140700.0,Working,Secondary,Civil marriage,House / apartment,41.6,3.9,0,0,1,3,0,0
M,N,Y,0,87000.0,Pensioner,Secondary,Married,House / apartment,47.8,0.0,0,1,0,1,0,0
F,N,N,1,107500.0,Commercial associate,Secondary,Widow,Rented apartment,54.6,0.0,1,1,0,3,0,0
F,Y,N,2,50800.0,Working,Secondary,Single,Municipal apartment,30.9,1.6,0,1,0,3,2,0
M,Y,Y,0,132200.0,Commercial associate,Secondary,Single,House / apartment,39.6,1.2,0,1,1,2,1,0
F,Y,Y,1,92400.0,Working,Secondary,Married,House / apartment,32.4,9.5,0,1,1,2,0,0
F,Y,Y,1,78800.0,Student,Secondary,Married,House / apartment,33.3,6.6,0,1,1,2,1,0
F,Y,N,0,122300.0,Pensioner,Secondary,Single,House / apartment,38.4,0.0,0,0,0,2,3,0
F,N,Y,0,62000.0,Working,Secondary,Married,House / apartment,29.5,3.3,0,1,0,2,0,0
F,N,N,0,139700.0,Pensioner,Secondary,Married,House / apartment,35.9,0.0,1,0,1,1,1,0
F,N,N,2,52500.0,State servant,Secondary,Separated,House / apartment,47.5,3.2,1,1,1,3,0,1
F,N,Y,0,74400.0,Working,Incomplete higher,Separated,House / apartment,38.9,1.5,0,1,0,1,1,0
F,Y,Y,1,45800.0,Commercial associate,Higher education,Married,House / apartment,31.5,6.0,1,1,0,3,0,1
M,N,N,0,41200.0,Working,Academic degree,Single,House / apartment,48.6,3.0,0,0,0,2,1,1
M,N,Y,0,57900.0,Commercial associate,Secondary,Married,House / apartment,29.9,1.7,0,1,1,1,2,0
F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,27.9,16.7,1,1,0,1,0,0
M,Y,Y,0,96400.0,Working,Secondary,Single,House / apartment,53.2,0.7,0,1,0,1,0,0
M,N,N,0,53000.0,Working,Secondary,Single,House / apartment,49.3,9.0,1,1,0,2,0,1
F,Y,N,0,98100.0,Working,Secondary,Married,House / apartment,36.3,4.8,0,1,0,2,1,0
M,Y,Y,1,62300.0,Pensioner,Higher education,Married,House / apartment,60.9,0.0,0,0,0,3,2,1
F,N,N,3,57100.0,Working,Incomplete higher,Married,House / apartment,33.8,0.6,0,0,1,5,0,1
F,N,Y,0,100200.0,Working,Secondary,Widow,Co-op apartment,47.5,3.0,0,1,0,2,2,0
F,Y,N,0,55700.0,Pensioner,Secondary,Single,House / apartment,22.6,0.0,0,1,0,2,1,1
F,N,N,0,182200.0,Working,Higher education,Married,Rented apartment,28.8,10.1,1,1,0,1,0,0
M,N,Y,0,90800.0,Commercial associate,Lower secondary,Married,House / apartment,51.3,9.3,0,0,0,2,0,0
F,N,Y,1,36900.0,State servant,Higher education,Married,House / apartment,55.6,8.2,0,1,1,3,0,1
F,Y,Y,0,68900.0,Pensioner,Secondary,Single,House / apartment,38.3,0.0,1,0,1,1,0,1
F,Y,N,1,52900.0,Working,Secondary,Civil marriage,House / apartment,65.1,7.6,0,1,1,3,0,0
M,N,Y,0,32200.0,Working,Secondary,Married,House / apartment,54.4,0.7,0,1,1,2,1,0
M,N,N,0,124100.0,State servant,Higher education,Widow,House / apartment,32.3,1.1,1,1,0,2,1,0
F,Y,Y,2,125500.0,Working,Higher education,Married,House / apartment,35.8,4.7,0,1,1,4,1,0
M,N,Y,1,50900.0,Working,Secondary,Married,House / apartment,24.8,4.8,1,1,0,3,1,0
F,Y,N,0,104300.0,Working,Secondary,Married,House / apartment,35.1,3.8,0,1,1,2,1,0
M,Y,N,0,113400.0,Working,Incomplete higher,Married,House / apartment,42.6,8.0,1,0,1,1,0,0
M,N,Y,1,72700.0,Pensioner,Higher education,Separated,House / apartment,40.4,0.0,0,1,0,3,0,0
M,Y,Y,0,117700.0,Pensioner,Lower secondary,Single,House / apartment,40.3,0.0,0,0,0,2,1,0
M,N,Y,0,,State servant,Secondary,Married,House / apartment,51.0,13.1,1,1,0,1,1,0
F,Y,N,0,129700.0,Pensioner,Higher education,Married,House / apartment,41.8,0.0,1,1,0,2,0,0
F,Y,N,0,40700.0,Working,Higher education,Married,House / apartment,47.5,13.5,0,1,0,2,0,0
M,N,Y,1,78700.0,Working,Secondary,Married,Rented apartment,44.9,3.4,1,1,0,3,0,1
F,N,Y,2,80900.0,State servant,Lower secondary,Single,House / apartment,43.2,0.0,0,0,1,3,0,0
M,N,Y,0,41000.0,Working,Secondary,Single,House / apartment,50.1,8.6,0,1,1,2,1,1
F,N,Y,0,43000.0,Working,Higher education,Married,House / apartment,48.8,5.0,0,0,0,1,0,1
M,Y,Y,0,33100.0,Pensioner,Lower secondary,Married,House / apartment,27.6,0.0,0,1,0,2,1,1
F,N,N,0,74800.0,Commercial associate,Secondary,Married,Municipal apartment,60.0,5.1,0,0,0,1,1,0
F,Y,N,0,58700.0,Working,Secondary,Separated,House / apartment,41.3,16.0,0,1,0,2,0,0
F,N,Y,1,38400.0,Pensioner,Secondary,Married,House / apartment,29.5,0.0,0,1,0,2,1,1
F,N,Y,0,134400.0,Student,Higher education,Married,House / apartment,39.3,2.0,0,1,0,1,1,0
F,Y,Y,0,89300.0,Working,Higher education,Married,House / apartment,42.9,6.3,0,0,1,2,1,0
F,N,Y,2,50900.0,Pensioner,Secondary,Married,House / apartment,46.5,0.0,0,0,0,4,1,1
F,N,N,0,81000.0,Working,Higher education,Married,Rented apartment,50.6,6.2,0,1,0,2,1,0
F,N,Y,0,64900.0,Commercial associate,Secondary,Single,House / apartment,48.4,6.7,0,0,0,1,0,0
F,Y,Y,1,33500.0,State servant,Secondary,Widow,House / apartment,60.2,2.4,0,1,0,3,1,1
M,N,Y,1,83900.0,State servant,Secondary,Married,House / apartment,41.2,0.1,0,1,0,2,0,0
F,N,Y,0,166000.0,Working,Higher education,Married,House / apartment,38.3,11.0,1,1,0,2,1,0
M,N,Y,1,148200.0,Working,Secondary,Single,House / apartment,23.9,32.1,0,0,1,2,2,0
F,N,N,2,77000.0,Working,Higher education,Single,House / apartment,50.7,12.1,0,0,1,3,1,0
F,Y,N,0,58800.0,Commercial associate,Secondary,Married,House / apartment,46.7,3.0,0,1,1,2,1,0
F,Y,Y,0,96900.0,Working,Higher education,Civil marriage,House / apartment,33.8,2.6,1,1,0,1,0,0
M,N,Y,0,83600.0,Working,Secondary,Civil marriage,House / apartment,42.7,19.3,1,1,1,2,2,0
M,Y,Y,0,68200.0,Working,Higher education,Married,House / apartment,39.9,26.7,1,1,1,1,0,0
F,N,N,1,185400.0,Working,Secondary,Married,Rented apartment,41.9,5.7,1,1,0,3,1,0
F,Y,N,0,60000.0,Working,Incomplete higher,Single,House / apartment,37.0,4.3,0,1,1,1,0,0
M,N,N,1,118000.0,Pensioner,Higher education,Single,With parents,41.2,0.0,0,1,0,3,1,0
M,Y,Y,1,78600.0,Working,Higher education,Married,House / apartment,23.3,1.4,0,0,0,2,1,0
F,Y,Y,0,78800.0,Working,Incomplete higher,Married,Municipal apartment,35.5,7.8,0,1,1,1,1,1
F,N,N,0,32000.0,Pensioner,Higher education,Married,House / apartment,43.4,0.0,0,1,0,1,1,0
M,N,N,2,126800.0,Pensioner,Secondary,Single,House / apartment,32.2,0.0,0,1,0,4,0,0
M,N,Y,1,111100.0,Working,Higher education,Married,House / apartment,44.3,6.7,0,1,0,2,1,0
M,Y,Y,0,80300.0,Working,Higher education,Married,Rented apartment,62.7,12.2,0,0,1,1,0,0
F,Y,Y,1,122700.0,Commercial associate,Secondary,Single,House / apartment,27.3,6.6,1,1,0,3,0,0
M,N,N,0,90000.0,Working,Higher education,Married,House / apartment,21.0,3.9,0,1,0,1,0,0
M,N,N,1,38200.0,Pensioner,Higher education,Single,House / apartment,53.3,0.0,0,1,0,2,1,1
M,N,Y,1,45000.0,Working,Lower secondary,Married,House / apartment,63.0,3.6,0,1,0,3,0,0
M,Y,Y,0,70900.0,Working,Lower secondary,Married,House / apartment,44.1,6.4,0,1,0,1,0,0
F,N,Y,0,31400.0,Working,Secondary,Married,House / apartment,40.1,9.1,1,1,0,2,0,0
M,Y,Y,1,128200.0,Pensioner,Secondary,Widow,House / apartment,32.9,0.0,1,1,1,2,0,0
M,N,N,0,65700.0,Pensioner,Secondary,Single,House / apartment,45.9,0.0,0,1,1,1,1,0
F,Y,Y,0,78300.0,Working,Secondary,Married,House / apartment,39.8,7.3,1,1,0,2,1,0
M,Y,Y,0,44800.0,Commercial associate,Higher education,Separated,House / apartment,49.3,3.1,0,1,1,2,0,0
M,N,Y,0,101000.0,Working,Secondary,Single,Municipal apartment,21.2,4.4,0,1,1,1,0,0
F,Y,N,1,68100.0,Working,Secondary,Married,House / apartment,43.6,6.9,0,0,0,3,0,0
F,N,Y,1,62100.0,Pensioner,Higher education,Married,House / apartment,30.8,0.0,0,0,1,3,1,0
F,N,Y,0,148100.0,Working,Higher education,Married,Co-op apartment,50.4,10.9,0,1,0,2,1,0
F,N,Y,0,140700.0,State servant,Secondary,Single,House / apartment,27.4,2.9,0,1,1,1,2,0
F,Y,N,1,106400.0,Commercial associate,Secondary,Single,House / apartment,46.9,7.1,0,1,1,3,0,0
M,Y,Y,1,81200.0,State servant,Secondary,Married,House / apartment,33.6,3.3,0,1,0,3,0,0
F,N,N,0,56500.0,Pensioner,Secondary,Married,House / apartment,35.2,0.0,1,0,0,1,1,0
F,Y,Y,0,63300.0,Working,Academic degree,Married,House / apartment,49.3,0.7,0,0,0,1,0,0
F,Y,Y,0,61900.0,Working,Higher education,Married,With parents,31.2,10.7,0,1,0,2,0,0
F,N,Y,0,89000.0,Working,Secondary,Married,House / apartment,23.5,2.3,1,0,0,1,4,1
M,N,Y,0,72000.0,Working,Higher education,Married,House / apartment,40.8,2.2,1,0,0,1,0,0
F,N,N,0,72900.0,Working,Secondary,Married,House / apartment,32.7,0.6,1,1,1,1,2,0
F,N,Y,0,158000.0,Working,Higher education,Separated,House / apartment,24.9,4.2,0,1,0,2,1,0
F,N,N,0,129600.0,State servant,Secondary,Married,House / apartment,43.9,3.2,0,0,1,2,0,0
M,Y,Y,0,49500.0,Working,Higher education,Married,House / apartment,43.2,0.6,0,1,0,2,0,0
M,N,Y,1,84800.0,Pensioner,Secondary,Married,With parents,41.3,0.0,1,1,0,3,0,0
M,N,N,0,49600.0,State servant,Secondary,Married,House / apartment,45.6,0.4,0,1,0,2,2,0
F,N,N,3,98800.0,Pensioner,Secondary,Single,House / apartment,21.0,0.0,1,1,0,4,0,1
M,N,N,1,191900.0,Working,Secondary,Married,House / apartment,31.6,3.7,1,1,0,3,1,0
M,N,N,0,61200.0,Working,Higher education,Married,House / apartment,43.1,2.7,1,0,1,2,1,0
F,N,N,1,108600.0,Working,Secondary,Married,House / apartment,51.4,1.9,0,0,1,2,0,0
M,Y,Y,0,163900.0,Working,Higher education,Married,House / apartment,42.6,5.0,0,1,1,2,3,0
F,N,Y,1,68300.0,Working,Higher education,Married,With parents,52.9,4.5,0,0,1,3,1,0
M,N,Y,2,93600.0,Pensioner,Higher education,Single,House / apartment,32.6,0.0,0,0,0,4,1,0
F,Y,N,0,172400.0,Working,Higher education,Married,House / apartment,33.2,9.0,0,0,1,1,2,0
F,Y,Y,0,45800.0,Commercial associate,Secondary,Single,House / apartment,35.9,4.1,0,1,1,2,2,1
F,Y,Y,0,43500.0,State servant,Secondary,Married,House / apartment,39.1,23.1,0,1,0,1,0,0
F,Y,N,0,39300.0,Working,Incomplete higher,Married,House / apartment,21.0,9.7,0,1,0,1,1,0
M,N,N,1,106700.0,Working,Secondary,Married,House / apartment,39.8,0.7,0,0,0,3,0,0
M,Y,Y,2,44100.0,Pensioner,Secondary,Widow,Rented apartment,39.6,0.0,0,1,0,4,1,1
M,N,Y,0,96800.0,Working,Higher education,Married,Rented apartment,33.3,4.6,1,1,0,2,2,0
F,N,Y,0,144300.0,Commercial associate,Secondary,Married,House / apartment,31.5,3.8,0,0,1,2,0,0
F,Y,Y,0,52500.0,Working,Higher education,Married,House / apartment,43.0,0.3,0,1,0,2,1,0
F,Y,Y,0,50000.0,Pensioner,Incomplete higher,Single,House / apartment,46.5,0.0,0,1,1,2,0,0
F,Y,Y,1,102200.0,Working,Secondary,Married,House / apartment,41.6,5.6,0,1,1,3,2,0
M,Y,N,0,74900.0,Working,Higher education,Separated,House / apartment,41.6,3.7,0,0,0,2,2,0
F,Y,N,0,22400.0,Commercial associate,Secondary,Single,House / apartment,39.6,12.1,0,1,1,1,1,0
F,N,N,0,157300.0,Working,Secondary,Civil marriage,House / apartment,40.2,4.9,0,0,1,1,0,0
M,N,Y,1,,Working,Higher education,Married,House / apartment,47.5,9.3,0,1,1,3,1,0
F,N,N,0,60500.0,Working,Higher education,Civil marriage,House / apartment,57.8,5.3,0,1,1,1,2,0
M,N,N,1,59300.0,Working,Incomplete higher,Married,House / apartment,56.4,14.4,0,1,0,3,3,1
F,N,N,0,103800.0,Commercial associate,Incomplete higher,Married,House / apartment,28.1,1.4,0,1,0,1,0,0
F,N,N,0,71500.0,Commercial associate,Secondary,Separated,House / apartment,21.0,10.7,1,1,0,2,1,0
M,N,N,0,75300.0,Commercial associate,Higher education,Married,Rented apartment,45.8,3.6,0,1,1,2,0,0
M,Y,Y,0,78900.0,Commercial associate,Secondary,Separated,House / apartment,40.2,7.2,0,0,0,2,0,0
M,N,N,1,48600.0,Working,Secondary,Married,House / apartment,39.3,5.0,1,1,1,2,0,0
F,N,N,1,61100.0,Working,Secondary,Widow,House / apartment,44.2,0.7,0,1,0,3,1,1
F,Y,Y,2,66600.0,Pensioner,Higher education,Married,House / apartment,37.3,0.0,0,1,0,3,0,1
M,Y,Y,0,50000.0,Pensioner,Secondary,Single,House / apartment,22.2,0.0,0,1,1,2,0,1
F,Y,Y,1,83900.0,Working,Higher education,Married,House / apartment,27.4,13.7,1,1,0,2,0,0
F,Y,N,0,93200.0,Working,Higher education,Married,House / apartment,28.1,1.5,0,1,0,1,0,0
M,Y,N,3,169900.0,Working,Secondary,Single,House / apartment,47.3,2.6,1,1,0,5,2,0
M,Y,Y,0,50000.0,Commercial associate,Secondary,Single,House / apartment,60.7,2.7,0,1,1,2,1,1
F,N,Y,0,114100.0,Commercial associate,Secondary,Married,House / apartment,34.8,4.5,0,1,1,2,0,0
F,N,Y,1,149100.0,Working,Secondary,Married,House / apartment,68.6,11.9,1,1,0,3,0,0
M,N,N,0,117600.0,Commercial associate,Higher education,Married,House / apartment,21.0,3.0,0,0,0,2,2,0
M,Y,Y,1,57000.0,Working,Secondary,Married,House / apartment,34.4,1.0,0,1,0,2,0,0
M,Y,Y,1,62700.0,Working,Higher education,Married,Co-op apartment,42.0,4.2,0,0,0,3,1,0
F,Y,N,0,156200.0,Pensioner,Higher education,Civil marriage,House / apartment,21.0,0.0,0,1,1,1,0,0
M,N,Y,1,66600.0,Working,Secondary,Married,House / apartment,56.7,2.5,0,0,1,2,0,0
M,Y,Y,0,72000.0,Working,Higher education,Married,House / apartment,32.4,4.3,0,0,1,2,1,0
F,N,Y,1,57300.0,State servant,Secondary,Widow,House / apartment,40.4,4.4,1,0,0,2,1,0
F,Y,Y,0,107700.0,Pensioner,Secondary,Married,House / apartment,44.9,0.0,0,1,1,2,2,0
M,Y,N,0,21400.0,Pensioner,Secondary,Married,House / apartment,22.5,0.0,0,1,1,1,1,1
M,Y,Y,0,48800.0,Working,Secondary,Single,House / apartment,66.8,2.0,0,0,1,1,2,1
F,N,Y,0,44800.0,Working,Secondary,Single,House / apartment,41.5,2.1,0,1,1,2,0,1
M,Y,Y,1,161800.0,State servant,Academic degree,Single,House / apartment,36.3,24.0,0,1,0,3,0,0
M,Y,Y,3,82100.0,Commercial associate,Secondary,Single,House / apartment,27.8,3.0,0,1,0,5,2,0
F,Y,Y,0,66100.0,Pensioner,Higher education,Married,House / apartment,42.3,0.0,0,0,0,1,0,0
M,N,Y,0,66000.0,Working,Secondary,Married,Rented apartment,22.7,6.4,1,0,1,1,0,0
F,N,Y,0,36700.0,Working,Secondary,Single,House / apartment,41.5,1.7,1,1,1,1,0,1
F,N,Y,0,144100.0,State servant,Secondary,Married,House / apartment,55.4,5.5,0,0,0,1,0,0
M,N,Y,1,61300.0,Commercial associate,Higher education,Married,House / apartment,52.8,10.3,0,0,0,2,0,0
M,Y,N,0,98400.0,Working,Secondary,Civil marriage,House / apartment,33.9,1.1,1,1,1,2,0,0
F,N,Y,1,52700.0,Working,Secondary,Single,House / apartment,36.9,3.6,1,1,1,2,1,0
F,N,Y,0,71000.0,Working,Secondary,Married,House / apartment,46.0,2.9,0,1,1,1,1,1
F,N,Y,0,46200.0,Working,Higher education,Separated,House / apartment,53.0,40.0,0,1,1,1,3,0
F,N,Y,0,64600.0,Working,Secondary,Single,House / apartment,56.9,7.5,1,1,0,2,0,0
M,N,Y,0,123100.0,Working,Higher education,Widow,House / apartment,57.9,0.5,0,1,1,1,0,0
F,Y,Y,2,77100.0,Pensioner,Secondary,Separated,House / apartment,29.7,0.0,1,1,1,3,2,0
M,Y,Y,0,88200.0,Working,Higher education,Married,Municipal apartment,48.3,1.0,1,0,0,2,0,0
F,N,Y,1,75500.0,State servant,Secondary,Single,House / apartment,24.8,0.1,1,1,1,3,0,0
M,Y,Y,0,165300.0,Working,Secondary,Single,House / apartment,34.9,,0,1,0,1,2,0
M,N,Y,0,48600.0,Commercial associate,Secondary,Civil marriage,House / apartment,27.1,2.4,0,1,0,2,0,0
F,N,Y,3,68300.0,Working,Lower secondary,Single,House / apartment,27.3,1.6,0,1,0,5,0,0
F,N,Y,1,80300.0,Commercial associate,Secondary,Married,House / apartment,42.7,4.8,0,0,0,3,2,1
M,N,N,1,44400.0,Student,Academic degree,Married,House / apartment,32.4,1.5,0,1,1,2,0,0
M,N,Y,1,77900.0,Pensioner,Secondary,Married,House / apartment,43.2,0.0,0,1,1,2,0,0
F,Y,N,1,74200.0,Commercial associate,Secondary,Civil marriage,House / apartment,26.7,7.9,0,0,1,3,1,0
F,N,N,1,77400.0,Working,Secondary,Civil marriage,House / apartment,45.3,0.8,1,0,0,2,1,0
M,Y,Y,0,77600.0,Pensioner,Secondary,Married,House / apartment,35.3,0.0,0,1,0,1,0,1
M,Y,N,1,52300.0,State servant,Incomplete higher,Married,House / apartment,36.8,24.3,0,1,1,3,1,0
M,N,N,1,32500.0,State servant,Higher education,Civil marriage,House / apartment,25.7,1.3,0,0,0,2,1,1
F,N,Y,0,80100.0,Working,Higher education,Married,Co-op apartment,51.2,0.7,1,0,0,1,1,0
F,N,Y,1,46800.0,Student,Secondary,Married,House / apartment,41.5,1.6,0,1,0,3,2,1
F,N,Y,0,69800.0,Working,Secondary,Married,House / apartment,45.9,7.5,0,1,0,2,1,0
F,Y,Y,0,50300.0,Working,Academic degree,Separated,House / apartment,26.0,4.4,0,1,0,2,0,0
M,N,Y,0,34900.0,Working,Secondary,Single,House / apartment,47.4,0.4,1,1,0,2,0,0
F,Y,N,0,87600.0,Working,Higher education,Married,Rented apartment,40.5,2.7,1,1,1,1,0,0
F,N,Y,0,103800.0,Pensioner,Secondary,Married,House / apartment,34.5,0.0,0,1,0,2,0,0
